name,date,rating,year,state,clean_review,len_review
Justin,2016-08-31,1.0,2016,CO,they have a employee at the starbucks in clifton colorado who continually gets younger woman with low self esteem all messed up on pills and takes advantage of them he continues to laugh and do the things that he does i refuse to see this mans face or to let up on starbucks or the dr and dr office here in colorado until they do something about this mans sick pedophile ways they brought up a review at one point and since he is buddy buddy with the manager it was swept under the rug he will end up killing my sons mom and other woman and i will not stop until somebody hears me and helps,117
Novella,2016-08-22,1.0,2016,WY,i have been a loyal starbucks since  the year that our smaller town finally got a starbucks location since that time they have expanded to three stores and one smaller store within our local safewayridleys i am a gold card holder a very loyal starbucks customer and have recently found myself defending starbucks to a few people who had read misinformation and rumors about starbucks to defend my continuing support of starbucks,72
Margo,2016-08-20,3.0,2016,WI,i enjoy starbucks coffee food and other beverages but the last three times i bought a hot coffee to go it leaked all over me imagine the frustration when youre on your way to an important business meeting and youre dealing with coffee spills on your suit i dont understand how in the th century we still cant get this right dealing with this frustration is enough to make me reconsider the occasional stop for a cup of joe from starbucks while traveling,83
Chris,2016-07-20,2.0,2016,VA,i was the only person in line i ordered a hot item which was put in the oven then a woman shows up after me the associate took my hot item out of the oven laid it on the counter and then proceeded to go into the back room get out a sandwich put that in the oven all the while letting my food go cold then he packaged both items and gave the customercomelately her still hot food while leaving mine on the counter i am guessing the other customer paid with the mobile app and was given precedence over a person actually in the store and having already placed her order this is exactly what i feared would happen people who can afford a smartphone jump every line and get serviced first,134
Melissa,2016-07-19,2.0,2016,WA,i am very disappointed in starbucks online service on july th i ordered and paid for a tumbler received a tracking  from them but  days later the tracking  still showed no info on its movement meaning it never got sent out i called and they said they were sorry  that it was expected to be sent that day instead the th more days go by still no movement on the tracking  i called them again and they apologized again and said this time they would send it overnight the days went by and again nothing arrived i called them for the rd time,103
Melody,2016-07-15,2.0,2016,IL,i typically order only one thing  iced caramel macchiato this is one of the simplest drinks they can make ice vanilla syrup milk espresso caramel drizzle on top simple right well apparently not i have ordered this drink and been kicked with a bitterness because they dont add the syrup i would put this down to someone poorly trained at one location but it has happened at three in my area ,71
Katie,2016-07-07,1.0,2016,CA,my childs teacher loves starbucks coffee so at the end of this school year  on june  to be exact i bought a starbucks gift card for my childs teacher i had asked the cashier to put  on the gift card the cashier charged me  instead sadly i didnt realize it until the following day when i checked my bank account and noticed the amount at which point i checked the receipt and surely it was for  i then called the store to inform them of the incorrect charge they were very helpfulbut unfortunately i was doomed because now i had to experience the lovely method of which starbucks provides customer service via their  helpline,114
J.,2016-06-24,1.0,2016,CO,i tried to reload my card via app on june  and it failed because of a system error when i spoke to customer service apparently this was a big issue for starbucks app on june  i saw on my bank account that starbucks had charged me  times the amount i had requested i called starbucks worst customer service of my life she told me i had to dispute it with my bank i asked her for verification from them that the charges were voided  she wouldnt i asked for a manager and after five minutes on hold she hung up on me i am so disappointed now i am out four times the money with no benefit because their app failed do not use the app,126
Lynn,2016-06-22,1.0,2016,NY,the stony brook hospital starbucks location this starbucks does not honor free beverage after you earned it by collecting your stars they only celebrate starbucks happy hour in may for  days instead of from may rd through may th like other starbucks in october i ordered a grande frapula one day i was charged  the next day i order the same beverage and size and was charged  there is never a supervisor or authoritative figure in the store to assure quality customer satisfaction and cleanliness or to go to if you have a discrepancy the location is convenient for patients and their families as well as staff ,107
Rhonda,2016-06-22,1.0,2016,CA,well im always trying new things i love starbucks and im one of the ones that would always be pissed off for tooo much ice and no foam in my drinks but i would always watch them like a hawk and tell them exactly how i like it but i went in tonight to get a new drink i kind of knew it was a waste of time just because how much different can it really be from what they have already so whatever i tried it and omg never again will i try something new from them again very disgusting the drink was horrible the service was awesome i got the youth berry and the caramel one horrible and  each  waste of money i could have gone next door and got a frozen lemonade from wendys for  and it would have tasted better,144
Harold,2016-06-22,2.0,2016,CA,when i order a venti skinny vanilla latte it is always never full  so much foam even when i inform the clerk no foam when i receive the coffee it always has at least  inch or more of foam and the coffee isnt for me its for my wife i quit going to starbucks and cancel my gold card the company dont seem to care its all about the money,70
Arlene,2016-06-19,3.0,2016,Other,who doesnt know starbucks its popular especially at the end of each year where they give a pamphlet to a consumer and fills it up with  stickers and buy  coffees from them to get a planner imagine that  coffees its like you are giving them your salary because its high priced but i guess its only practiced in the philippines and not in other countries as here in malaysia its not that appealing besides that its quite expensive locals here prefer their local coffee shops you could only see foreigners as their customers and whats more they only have a few frappucinos well maybe they dont have sweet tooth as filipinos even though its like that i still like starbucks especially its vanilla frapp at least its selling here i only buy from them a few times in a year so i still can save continue your work and i hope you have more frappe flavors that can be appreciated by locals,162
James,2016-06-16,1.0,2016,NY,last year we bought two expensive stainless steel  oz coffee mugs from starbucks and now they are rusted i have called and emailed starbucks several times and they respond with only a tendollar gift card i ask that you check any stainless steel mugs you have purchased from starbucks for rust not healthy to drink from we can certainly find a better way to spend the  plus dollars we were spending on coffee from starbucks,75
Valerie,2016-06-15,2.0,2016,NJ,i went to starbucks to buy my favorite latte as a hot beverage using my ceramic reusable mug the line was long but moved quickly when i received my beverage i was surprised to see the mug only partially filled i didnt have time to ask for a replacement because i had to go to work i didnt drink any of it until i arrived at work and by then it had shrunk to half the size of the mug,80
Kelly,2016-06-09,2.0,2016,FL,i truly enjoy the starbucks experience im a huge coffee fan and love your atmosphere and your employees are great however your cups leak i mainly stop into your store in winter park fl on my way to my office in the mornings when i do stop in im dressed for work inevitably your cups leak around the lid ive smartened up and now hold a napkin up under the lip of the lid but honestly as much as we pay for a regular cup of joe we shouldnt have to worry about the lid leaking on our work clothes ,100
Kim,2016-06-01,1.0,2016,WA,over the past couple of years ive noticed several things first the shots of espresso are not full anymore second the cups are not full anymore third consistency is not the same throughout all stores these are reason enough to go somewhere else let alone the company changing its free drink program so you have to spend a hefty dollar amount to get a free drink i really think the company thinks we are all stupid,76
chris,2016-05-30,1.0,2016,CA,today is  i would like to make a complaint about the  starbucks shift on this date at this time i was cheated out of my change money on this day by one of the workers and i was told it is a policy by the manager or supervisor named  that i am not able to get refill with lemonade inside of my tea at this particular location on  south la brea ave los angeles ca  telephone  even though i paid the  fee i am not a new customer and whoever these workers are that worked today on this shift is not good workers the workers are currently not being supervised if they are dancing while at work and treating clients inappropriately no refills saying that is not company policy seems like an lie every other starbucks i go to allow refills thank you also restroom needs to be cleaned there was urine all over the toilet thank you,158
Ray,2016-05-27,1.0,2016,CA,again after  weeks again went to the starbucks close by to get a coffee i had been there more often before but because the  starbucks around me offering boiled and muddy coffee i have avoided going there today again i went there i asked if it is fresh she said just made it yes it is fresh then had to get the last drop off the container poured in the cup and gave it to me it was so muddy and bad taste so i threw it away i had paid already her manager was there but didnt allow barista to brew fresh coffee,104
Juan Paolo,2016-05-26,4.0,2016,Other,on the occasions that i would find myself visiting a starbucks i cant help but notice how friendly the staff are to the customers their always nice polite and very willing to assist in making your stay a pleasing experience its no wonder friends especially those who do post graduate studies always go back to their favorite starbucks branch theyre even chums with the baristas i hope they keep it up if they do then getting my favorite soymilk chai tea latte will always be a pleasurable and awesome experience,90
kym,2016-05-22,1.0,2016,OR,i have been going to the starbucks on se nd and stark located in portland oregon for approx  years i normally dont write reviews but this is outrageous and this has happened twice to me and  times to my coworker the smart ass young lady who wears the headset and receives payment when you pick up your order has the worst customer service that i have ever experienced in my life i do a lot of traveling for business etc im not the only one that has noticed this behavior by this particular young lady please send her back to customer care school for training we placed our order sunday  approx pm,112
Michael,2016-05-22,5.0,2016,Other,i came from a province in the philippines known for drinking coffee i cant go on for a day without coffee i would have migraines if i dont get my dose of caffeine i always order the americano from them aside from the taste of their coffee the starbucks experience is what makes it special to me the ambiance of each store the aroma of coffee once you enter the store the way the baristas greet you and address you using your first names even if we have free brewed coffee at work i still get my dose of coffee from starbucks,102
C.,2016-05-22,4.0,2016,Other,im not really a coffee connoisseur but hands down starbucks is my favorite coffee place my goto drink is their mocha frappe which is to die for the staff is always very polite and the best part is they always get my name right the only problem would be that starbucks is so popular everywhere that it is always overflowing with people its very hard find a seat especially during peak hours because there are so many people all the time its not as quiet as i would want it to be and its been said by many reviewers worldwide that their coffee is so overpriced thats why i dont make it a habit to go there only when i feel like treating myself to premium coffee,127
Myrich,2016-05-01,4.0,2016,Other,their coffee is great my favorite variant is the chocolate chip cream however the prices are rocket high their prices ranges from  to  pesos i cant get what i pay for nevertheless if you want a great coffee experience and you have the sufficient money to buy luxury coffee i strongly suggest starbucks,53
Danil,2016-04-24,3.0,2016,Other,i and my friend went to starbucks near our office last friday the guard was very nice and opened the door for us he greeted us as we enter the establishment i am not really a coffee lover and it was i think years ago since the last time i stepped into starbucks the smell and ambiance of the store is really good its very soothing energizing and delicious ,69
Tim,2016-04-18,1.0,2016,VA,im sure youve heard a lot of feedback on the stars program but i want to point out two very important things to me about what you have done to your loyal customers first the new stars program makes it more difficult and certainly more expensive to achieve rewards before the change my goto beverage cost me  ridiculous and earned me one star every th beverage was free making the cost for before the free reward assuming i ordered the same thing most times  again ridiculous ,86
DAISY,2016-04-11,4.0,2016,CA,it was the worst worst customer service experience that ive encountered at one of the starbucks store on curtner san jose ca store  today i went in to purchase an americano inside curtner starbucks and asked for the nonfat milk for my coffee however the store manager  told me that he had to charge me extra according to the milk policy as a loyal member of starbucks for more than  years i always purchase my coffee at starbucks wherever i go but have never experienced anything like this specifically the milk policy i love starbucks and i always advise many of my friends and family to visit because i truly believe of what its company has claimed to always provide the best customer service experiences for every visit to its members however after today i really have a different perspective i think its really unethical and inappropriate and i surely believe this would be my last experience with starbucks,159
Jennifer,2016-04-08,1.0,2016,TX,i go by starbucks every morning and buy the protein bistro box and seems that sometimes the boxes have been opened and snacked out of i pay a lot for me to only get  grapes and  apples,37
H,2016-04-07,1.0,2016,CA,this time this girl named kp was taking my order and when i ask her about discount she was so rude about it and she is like there is no button on screen that i can give you discount i told her we always get discount but she was like there is no discount i never saw you before and she was very rude when she was talking to me,70
MOHAN,2016-04-03,1.0,2016,MD,i buy smoothies from different places and this time for a change i bought a smoothie from starbucks from a starbucks outlet in silver spring maryland it tasted so bad than all other smoothies i tasted over the years starbucks is good for only coffee and why they should sell a product where they do not have expertise in it customers spend double the price for smoothie than any other places hoping that it will be good compared with others and the quality at starbucks is worst than any other shops like costco mcdonalds dunkin donut etc i felt cheated by starbucks while trash the smoothie which is like throwing  in a trash,113
margaret,2016-03-31,1.0,2016,WA,has anyone been annoyed with the service at starbucks have you had the experience of going into a store and placing your order then have your drink moved to the back of the line so that mobile orders get priority doesnt seem to matter if you have been already waiting for your drink if a mobile order comes in you get bumped doesnt seem exactly customer friendly i waited  min for my drink on a quiet day at a local starbucks store this was in the early afternoon and there was one person in front of me placing an order and only a total of  customers in the store ,109
Wafa,2016-03-09,1.0,2016,SC,i ordered coffee in a starbucks branch in aiken the coffee was extremely hot and i waited  minutes before i took a sip yet as i was putting the cup down the cup became a flat soft piece of cartoon pushing the hot coffee from it right on my apple laptop  that didnt work afterwards i had all my family pics and videos of all the precious events and all my work documents i am a prof at the university and i do a lot of work from home since it takes  hours from home to campus and vice versa,100
Serge,2016-03-08,2.0,2016,FL,more than once i enjoy a coffee or tea with my wife and children on weekends and after school during the week every time i notice tables are not clean you will see coffee stains sugar spilled and straw wrappers and this is in almost every starbucks i visit west palm beach okeechobee near i  city place pga at the mall so one day i sent an email to their customer service department and i got a very polite response with a coupon in the mail the following week but it never changes i go back time and time again and theres always the same problem starbucks is too busy they are driven by sales and profits only a clean space with clean tables seems to be the last of their worries i guess,134
Kathy,2016-03-06,1.0,2016,NC,online store is useless you can only call monfri  am pm  terrible customer service takes  days before they ship the order now they are using lowest level of delivery takes  days to arrive they are continually out of stock on items emails are not answered promptly when they do answer they tell you it will ship and then it doesnt,60
Rob,2016-03-02,1.0,2016,WA,starbucks response to my complaints was dog  i have my whole company get the new spicy sandwich and it tasted like dog  and we couldnt even eat it and threw out them and all they said was sorry we will tell the right people ive only ever complained about a company four times in my life and this is the only time i felt like i was told to go  myself,71
Linda,2016-02-25,1.0,2016,SC,starbucks is making a huge mistake when they introduced their new april  policy change customers including myself are not supporting this change starbucks will be losing valuable customers like myself who has been a gold card member since  i go to starbucks  to  times a week mostly for their coffee drinks and earn stars  stars for a free drink now that is changing from  stars to  stars for a free drink also another bummer is to be a gold card member it was  stars now it is  stars who are they kidding the other coffee companies are loving it they will be getting starbucks customers starbucks is not caring about their customers if they impose this outrageous plan at least i will stop in to say hello to the great staff at all of the myrtle beach starbucks lets be americans and vote no change thanks,146
Celeste,2016-02-23,1.0,2016,CA,when i found out today about the new starbucks reward program i couldnt believe it i guess i will be giving up my daily habit as it is not worth it anymore they make the new program out to be better but it is a marketing tactic when the new points system launches customers will have to earn  stars  or spend close to   to reach gold status after that they will need  stars the equivalent to spending about  in exchange for a free item that is completely ridiculous i am not sure what marketing person came out with this idea but i would fire them they are getting the public pretty fired up about this new program makes me sad i once really thought that starbucks was a great company that cared about its customers apparently not,137
Brandy,2016-02-23,1.0,2016,LA,my husband and i both own our own businesses mine is out of the home while his is run from in the home web designer we do have starbucks regularly paying around  to  dollars for both of us to have the coffees of our choice our home burnt down the day before my birthday my husband only had the laptop to work on and since we were basically homeless the only thing he could do was go somewhere to work and starbucks is a haven for people working on laptops so he sat up his laptop went and ordered a coffee sat it down and as he sat down his foot touched the base of the table which almost flipped the wobbly table over and coffee poured into the laptop and one of our main sources of income ,138
John,2016-02-17,3.0,2016,OR,i am a daily customer of starbucks and my experience is near perfect except for the music i would give starbucks  stars but their music in the morning gives them only a  stars they should stop trying to sell music and forcing music on us that detracts from an otherwise positive experience their latest attempt at this their ridiculous spotify furthermore they should give each store a variety of choices instead of onesize fits all no music is better than what theyre trying to cross market whoever is in charge of the music at corporate is way overpaid,98
Doug,2016-02-16,5.0,2016,MS,i had a very good experience at your clinton ms location your associate lucy was extremely nice and knew just how i wanted my coffee the store was clean and everyone was friendly trust me i will be a regular customer at this location this was monday evening about ,49
kimberly,2016-02-08,1.0,2016,PA,i ordered a venti pike blend coffee on october   via drive through the cup was faulty was completely soaked around the top part of the cup and the lid was not able to hold the coffee unaware of this i took a drink and the hot coffee went all over the front of me ruining my brand new camel hair coat my leather interior was soaked and reeked of coffee as well i telephoned the store in canonsburg pa where the coffee was purchased the assistant manager answered the call i explained to her what had just happened she said i cant do anything about your coat and i cant do anything about your interior call corporate and with that she hung up this manager has always treated me rudely i wrote a letter to corporate along with four  x color photographs of the cup ,145
Valerie,2016-01-29,1.0,2016,IL,i ordered a verisimo  brewer i received an email confirming my order i never received an email telling me that the order was shipped and when i kept checking their website to see when it was coming there was nothing showing not even my order surprisingly i received it on  it did not work no water was coming through the machine i tried going on their website to see if there was any troubleshooting information there was nothing listed for the problem i then called the company to see if there was any information that i could get to solve the problem the representative that answered the phone did not offer any helpful information so she said that i could send it back for either a replacement or refund i chose to send it back for a refund i sent it back on the th since i didnt see anything back from the company giving me a status for the refund i just called the company today ,167
YALIZA,2016-01-26,1.0,2016,SC,chk  time  pm  drawer  reg on jan   i had gone with my friend to starbucks at  north pine street spartanburg sc  ordered  coffee the server was busy chatting with her colleagues and didnt pay any attention to what we were requesting  finally got our  hot coffee did she not have a clue to give a tray to hold the hot coffee or ask if we needed she didnt bother to give an insulator for the hot coffee maybe when she is at work instead of chatting she can focus on what she is there for i can send the image of receipt if asked for,105
Judie,2016-01-14,1.0,2016,NV,i ordered two ice teas and requested no water or syrup but did request extra ice the clerk rang the order up and then told me she would have to charge me an extra  cents for each drink because i had ask for no water the charge was rung up as though i had ask for syrup in the drinks a dollar fifty for no water i find this very hard to believe that the base exchange would tack on such a charge i did some research by going to five other starbucks not on military bases and none have such a charge i talked to the starbucks manager and she informed the exchange manager mr  had instituted the charge i phoned mr  and was told he was unavailable i left a message and ask that he contact me that was more than a week ago and have not received a call back why would such a charge be allowed the clerk was linda  the date was january    a this is the information taken from the receipt,177
Pat,2016-01-09,1.0,2016,NY,i have lived in my neighborhood for  years and going to the local starbucks on a weekly basis thats a lot of money ive given them the customer service had been pretty good during this time until the last few months most of the employees now working at the two starbucks in my neighborhood are horrible and dont seem to know a thing about good customer service if youve ever done a google search about customer service at starbucks you know what im talking about there are numerous comments about how bad the customer service is and i can definitely say that i agree  ,104
HOWARD,2015-12-13,1.0,2015,CA,i went into your starbucks store located at  third street promenade santa monica california    and did not have a very good starbucks experience i arrived just a little bit before  pm and at around  pm continuing onwards your room temperature was extremely cold and uncomfortable during my starbucks dining experience i did complain about it and was told that they could do absolutely nothing about it this is far what i expect as a very loyal starbucks gold card customer for the past seven  years,85
suz,2015-12-10,1.0,2015,GA,every time i am in a starbucks i find they are dirty and many times the restrooms are not only dirty but no soap etc employees fix food etcthey charge enough to be better a person needs to build a cute clean coffee shop next door to each of them and people would go do a better one and less money too,62
Michael,2015-11-27,2.0,2015,OH,i am michael i live in columbus ohio i use a variety of starbucks locations in this city and service at the individual shops seem to be very good however navigating their website to sign up for the apps and phone pay is a circus i am incredulous that a company who claims to care for their client base as this one does has seemingly no one paying any attention to detail or even who gives a damn about the customer i guess they do not want my money i can work with this we also have several local coffee shops who have great coffee and i now will frequent them more often starbucks you are losing your customer base with no customer loyalty train your baristas to be good people persons while at work and fix the danged website,140
C.V.,2015-11-11,5.0,2015,WA,after my starbucks card internet starbucks site sign in failed for a card reload on several occasions i attempted to reset my password using the starbucks internet site however my reset starbucks internet sign password continued to fail as a result i contacted starbucks customer service online i subsequently received an email providing instructions which instructions did not solve the problem i suggest that starbucks knowledge of this issue and its refusal inability intentional efforts or negligence to efficaciously address this issue represents gross unintentional negligence up to an intentional and unprovoked but secretive act of malice,97
Theresa,2015-11-11,1.0,2015,GA,my yearold daughter went into the starbucks inside the kroger jefferson ga she was second in line ordered and paid for her drink several people came in after her ordered their drinks and left before she received her drink after i dropped her off at school i contacted this starbucks to find out what happened the lady i spoke with seemed uncaring and unconcerned about the situation she stated that the cups may have gotten out of order she wasnt making the drinks and she did not know not once in the conversation did she apologize or sound as if she cared ,102
Kay,2015-11-08,1.0,2015,NJ,i am so not a fan of logo driven consumerism  had avoided starbucks like the plague but had the need for coffee during a carpooled commute up the nj turnpike  was outvoted to stop at either a small independent coffee shop or  of the local convenience stores all the nonsensical ways to order a large friggin coffee made my knickers twist  i was looked at as if i had  heads when i didnt conform to their system  after having to point at the cup  getting an eye roll from the zitfaced teenager taking orders i waited  minutes to be served the most vile acidic sludge as i guess i didnt know the lingo for extra sugar     i was unamused with the speck of cream used  it certainly hadnt much sugar in it ,132
Layla,2015-11-06,1.0,2015,NJ,hello my name is layla  and frequently visit the store located at edgewater commons at  river road edgewater nj as this is close to my work place and home i can safely say i am a loyal customer who visits starbucks approximately  days a week on the night of  at about pm while having coffee with friends and family we witnessed the store manager punch a customer in the face as she shouted im from the bronx not only were we shocked but highly disappointed at the treatment this person was getting my children immediately asked to leave as they were frightened no customer should ever be assaulted or attacked by any employee it makes this for a very unsafe environment,121
stella,2015-11-02,1.0,2015,FL,tried to reload my rewards card twice starbucks declined my transactions therefore went to a physical location to reload my account moron at the drivethru ran my card for  checked my starbucks account balance it showed a balance of  really so i check my bank account to see what the problem was bank account shows three separate charges at  a piece starbucks charged my account  for one stupid simple transaction,70
G.,2015-10-29,1.0,2015,CO,i have a starbucks card that i reload faithfully so i make frequent visits to starbucks and i have for many years i have never felt the need to make a complaint a young female barista went out of her way to be rude to me at  peoria in denver on thursday oct th at around  pm she ignored me when i approach the counter she was joking around with a male customer she did not greet me she curtly asked what she could do for me so i smiled and said hi she did not respond and it just got worse from there it was as if she was trying to hurt my feelings but i did not react,120
Jill,2015-10-25,1.0,2015,HI,this location is notorious for how bad service they provide on weekends i went there on  at about am i went to the drivethru line and was about  cars back from the order system i waited in line for about  minutes with no moment what so ever i got out of line and parked instead to run in for quicker service i stood in line with  people ahead of me there were about  people that i could see working one of which was at the register i stood in line for another  minutes with no movement again so i left i wasted almost  minutes just waiting in those lines there was no sense of urgency in the staff when i went in,122
William,2015-10-18,1.0,2015,CA,i was at the starbucks drive through on  my app had a  cents balance when i tried to reload card the app crashed  the starbucks widget showed  balance wiping out my account i paid cash the app kept crashing i called starbucks automated system entered my card number and was advised my balance is  dollars and  cents i logged into my starbucks on their site it only showed my name and email all other information was there,77
Amanda,2015-10-18,1.0,2015,CO,i have always ordered chai tea from you and love the combos i can make with it but i went in to a starbucks last month and the chai was different it doesnt mix or even taste the same i will not order from starbucks anymore since this is all come to starbucks for please change the chai tea back,60
Christine,2015-10-15,1.0,2015,MA,i have come into this starbucks location about a half dozen times i do not go to it anymore it is by far the dirtiest and most unfriendliest location i have ever been to many times i had to go grab some napkins and clean up a table that had coffee or whatever all over it newspapers are left all over the place many of them at least a week old and shoved into cushions in corners on the creamermilk counter etc the creammilksugar counter is always as in always covered with wet sugary spilled milk and the trash receptacle is filled to overflowing ,104
VICTORIA,2015-10-12,1.0,2015,UT,i love starbucks i frequent starbucks everyday couple times a day i miss the excellent customer service from starbucks employees especially at this starbucks location at  s  e slc utah  my first horrible encounter at this location was a drive thru last week where my order was taken and as i approached the next window to remit payment i had to keep my hands hanging out in attempt to pay for over  mins as the starbucks employees were busy chatting and laughing amongst themselves while my hands were left to hang very unprofessional disregard for their customers i felt,99
rebecca,2015-10-05,2.0,2015,IN,location  state street new albany in barista  needs some customer service training i ordered a beverage thru the drivethru checked the label as i always do before driving away for accuracy i ordered no syrup label said no syrup but after tasting the beverage it contained syrup i turned around at a stoplight went into the store and asked  for the correct beverage she said i cant take it back after you drank out of it she proceeded to read the label on the cup then told me i had to throw it away myself if i wanted a new one another barista who overheard the conversation stepped in and handled the situation appropriately  did not appear pleased i have a choice each morning when i stop at this starbucks  lack of customer service will lead to a different choice of locations,142
Charmaine,2015-10-04,1.0,2015,NY,unbelievable today i was so hungry with no time i stopped by starbucks on th st wanted to grab something to take to eat before a very important meeting they were out of all cakes except pumpkin bread had no bag of any kind for me to put the sandwich i bought so they expected me to carry it in my hand and to top it off gave me the wrong drink with a blank stare to go with it say what horrible,83
Maggie,2015-09-27,3.0,2015,OR,ive been going to the starbucks by my school very frequently this past week and i usually get a frappuccino but i got the pumpkin spice steamer for the first time and i didnt see it on the menu but i had saw it online and there wasnt a price on the website so when i ordered it the barista charged me  and i really enjoyed the steamer so the next day when i went back i ordered the same thing but this time it was a different barista and i could tell by his name tag he was the manager and before he asked for my money he hesitated a bit and talked to the other baristas and said something about my drink and then instead of charging me  he charged me  which in my opinion is a big difference in price ,143
Marjorie,2015-09-26,1.0,2015,KY,starbucks location   hwy  crestwood ky  as a faithful patron of many starbucks stores in several places my favorite one until recently has been our neighborhood one when i travel starbucks is the first place i look for for my coffee tea and pastries but recently our starbucks has become a terrible place to go the manager is rude especially to the employees and she is not bashful about what she says and how loud her voice is the turnover in employees has been terrible since she has been there which makes it an unfriendly place to go ,97
Gamal,2015-09-23,1.0,2015,TX,i ordered caramel frappuccino from the starbucks inside the store and found a very long hair hanging inside the cup the staff never apologize and told us this is not his and he blamed us well the manager he was extremely rude and racism and came ask us to leave the store or he will call the staff to take us out of the store by force,67
Eliza,2015-09-23,1.0,2015,NJ,having the starbucks app i often look forward to the  bonus stars challenge the last one required a purchase of a breakfast sandwich i love the quality of the oatmeal i always get so i was so disappointed in the poor quality of the sandwich there was also no ketchup with the high prices and supposed guarantee of high quality starbucks claims to have they should have fancy ketchup something at least to mask that fake egg taste however the coffee is always delicious ill just stick with that from now on,92
Sam,2015-09-22,1.0,2015,ON,let me just begin by saying the employees at this location are absolutely incredible all but one that is during my visit to this location i received very poor customer service from a barista by the name of noreene i had ordered a latte and was short  cents unfortunately i didnt have additional change on me at the time and had asked her if i could pay next time as i am a regular at this location bc i work next door her response was no i cant do that because it comes out of my pay this comment was made in front of a long line up of customers thats unacceptable first of all that is extremely unprofessional this type of thing should not be brought up in front of a customer,133
Nhu,2015-09-15,2.0,2015,CA,i came lots of to starbucks opposite grand hyatt in san francisco last time they got extremely horrible barista and then i did not come a while today i came back because i love this place and hopefully something is changing in contrast i had been the worse customer service in my whole life and the barista is is there discrimination with whom is tough speaking english as me and hated asian person,73
Ana,2015-09-12,1.0,2015,NC,my family went into the kernersville main starbucks on  at around  pm three ladies were working the young lady making drinks was moving so slow and carrying on conversations to her coworkers and friend that sat nearby one worker felt that she needed to clean up for the night when they dont close until  or  there were like  drinks lined up and no one was in a rush to get the drinks prepared to top it all the new girl that was working started picking in her nose and pulled out a wedgie while trying to help so i politely asked for my money back ,105
rob,2015-09-01,1.0,2015,CA,i have been a regular at starbucks in concord at olivers crossings in port chicago hwy one with drivethru in burger king lot i used to love it used to be my favorite one they used to greet me and be fast but i was gone sick for a week when i came back i was ignored every time no hello or nothing  rude and fake they even greeted customers around me i was invisible ill never step foot in there again gone way down too with staff also older redhead always attitude and pissed at world she stopped saying hi to me decades ago  that store thanks,108
Kathryn,2015-08-26,2.0,2015,CA,i have been a starbucks customer since they first came to la not everyday by any means but a long time customer i am not a difficult customer i order from the menu i have worked in food service off and on for many years and owned my own restaurant so i always tip the last two times i went to my local sb my order was incorrect the first time i had gone to the drive through and didnt realize it until i was well on my way to where i was going and did not have the time to go back ok so mistakes happen ,107
raman,2015-08-13,1.0,2015,UT,i am very good customer for the starbucks i went to starbucks everyday but today one of the employee is very rude in his behavior i asked him can i fresh coffee is it wrong he served to me bad coffee,41
Michael,2015-08-07,1.0,2015,NY,here we go every morning that i wake up all i want is  oz cup of dark roast coffee is that too much to ask i am so tired waiting in a thousands of lines for these non coffee drinkers ordering these non coffee drinks and microwave breakfast with pastries that look like they were made days ago thats my life everyday a year ago starbucks is no longer a coffee shop their focus now is to sell sweet and heavy calorie drinks for  over  years ago the founder of starbucks walked in his first location driven to make the best roasted beans and serving the best tasting coffee that foundation is long gone if youre a social media queen and own a iphone and love a pink drinks you made starbucks a billion dollar company pushing the people that used to enjoy a cup coffee out,147
gabby,2015-08-02,2.0,2015,CA,i ordered a frappuccino from the starbucks secret menu  the first i ordered a java chip frappuccino with toffee syrup she asked what size and i told her then i ordered a green tea frappuccino with peppermint after i finished she said im sorry can you start with the size first and had me order again,56
wayne,2015-07-29,1.0,2015,WA,i have been buying coffee everyday for two years at the starbucks on rainier ave s and th st in renton i have complained on two or three different occasions about the horrible customer service at this location on the morning of july th  i went to order my coffee at the location listed  was the one working at the cash register and when i ordered i told her that i would use a free one in which i had earned on my app she was horribly rude and disrespectful i had noticed this behavior before and i told her that i was not going to tolerate her disrespect no more she went off and started yelling and went over to another coworker and then they both started yelling and creating a scene the acting manager told her to quiet down although she continued ,144
ana,2015-07-25,1.0,2015,CA,i enjoy my coffee everyday unfortunately it has to be decaf latte day and with friends goes usually  bucks i dont have problem with that like i said but i visited the store   in la    pm so i was going to pay with  bill  the guy told me that he was not going to honor my money with no reason or apology he just said no  he sent me to another store to change my bill i had my kids with me so i was unable to use my street language i felt so bad i cant believe how those people are trained with no customer service skill  all im very confident that they lost my business i have to visit another coffee shop from now on,127
jill,2015-07-23,1.0,2015,AL,my son justin  had been going to the store to look for a job when on july th he had been there for over  hours when he asked an employee wendy  to hold his computer behind the counter while he went to the restroom he returns to the counter to get his computer that is inside a case he returns to the table drink some coffee takes a phone call open the case to the computer find that its damaged he asks employee what happened to the computer she replied she did no there was two other employees there he called me at work his mother i told him to contact the police department he did the police department really didnt want to fill out a report but they did then i talked to a lady named lynette employee number  she told me that she was going to have the video footage pulled i come back to find out what had happened i was told then that i had to get an officer from the police department full video footage ,180
